"","X","PRT_ID","AREA","INT_SQFT","DATE_SALE","DIST_MAINROAD","N_BEDROOM","N_BATHROOM","N_ROOM","SALE_COND","PARK_FACIL","DATE_BUILD","BUILDTYPE","UTILITY_AVAIL","STREET","REG_FEE","COMMIS","SALES_PRICE","YEAR_BUILD","YEAR_SOLD"
"162",162,"P06964","Velachery",1824,"03-04-2009",187,3,2,5,"Normal Sale","No","11-04-1976","Housing","No_Sew_Water","Paved",273570,76942,8549060,"1976","2009"
"163",163,"P08195","KK Nagar",1906,"26-03-2008",81,3,2,5,"Abnormal","Yes","28-03-2001","Commercial","No_Sew_Water","Paved",792637,206086,15852740,"2001","2008"
"164",164,"P04311","Adyar",656,"24-09-2010",20,1,1,2,"Abnormal","No","26-09-2001","Commercial","AllPub","Paved",280244,113849,8757635,"2001","2010"
"165",165,"P08974","Chromepet",727,"28-05-2007",84,1,1,2,"Abnormal","No","01-06-1991","Other","ELO","Gravel",218816,100992,8415990,"1991","2007"
"166",166,"P04824","Adyar",931,"24-06-2010",37,1,1,3,"Family","Yes","02-07-1977","Other","ELO","Paved",367617,19871,9935595,"1977","2010"
"167",167,"P09337","Velachery",1898,"12-01-2007",108,3,2,5,"Adj Land","Yes","21-01-1969","Commercial","ELO","NoAccess",581625,332357,16617860,"1969","2007"
"168",168,"P08903","Anna Nagar",1698,"27-06-2007",15,1,1,4,"Family","No","07-07-1967","Housing","No_Sew_Water","Gravel",359949,198593,12412050,"1967","2007"
"169",169,"P08975","TNagar",1926,"27-05-2007",193,2,1,5,"Adj Land","Yes","31-05-1990","Commercial","No_Sew_Water","NoAccess",633655,203675,22630540,"1990","2007"
"170",170,"P03906","Karapakkam",1481,"17-12-2010",144,2,2,4,"Partial","Yes","26-12-1972","Commercial","AllPub","Paved",485174,178227,9901500,"1972","2010"
"171",171,"P08737","Anna Nagar",1506,"06-09-2007",122,1,1,4,"Family","No","14-09-1974","Housing","ELO","NoAccess",417996,177648,10449910,"1974","2007"
"172",172,"P00163","Chromepet",1020,"01-11-2014",95,1,1,3,"Family","No","07-11-1990","Housing","No_Sew_Water","NoAccess",206664,31794,7948600,"1990","2014"
"173",173,"P07499","Chromepet",889,"21-10-2008",196,1,1,3,"Abnormal","No","27-10-1987","Other","ELO","Gravel",300256,136480,9098680,"1987","2008"
"174",174,"P01939","Chromepet",1015,"11-01-2012",147,1,1,3,"Family","Yes","19-01-1977","Housing","AllPub","Paved",275314,66743,8342850,"1977","2012"
"175",175,"P03550","TNagar",1682,"04-03-2011",78,1,1,4,"Abnormal","No","12-03-1976","Commercial","AllPub","Gravel",690507,111974,18662350,"1976","2011"
"176",176,"P00920","Chromepet",869,"01-05-2013",39,1,1,3,"Family","No","06-05-1995","Other","No_Sew_Water","NoAccess",220661,138935,8172630,"1995","2013"
"177",177,"P01500","Karapakkam",1445,"29-03-2012",20,2,2,4,"Family","No","04-04-1988","Housing","No_Sew_Water","NoAccess",216691,87848,5856500,"1988","2012"
"178",178,"P00340","Anna Nagar",1919,"25-06-2014",178,2,1,5,"Partial","Yes","28-06-2001","Housing","No_Sew_Water","Gravel",544054,117633,14704160,"2001","2014"
"179",179,"P02832","Adyar",1243,"17-07-2011",141,2,2,4,"Normal Sale","Yes","26-07-1975","Commercial","No_Sew_Water","Paved",440895,26721,13360440,"1975","2011"
"180",180,"P04417","Karapakkam",857,"05-09-2010",158,1,1,2,"Normal Sale","No","09-09-1993","Housing","ELO","Paved",236556,59139,4928250,"1993","2010"
"181",181,"P05246","Karapakkam",1055,"03-04-2010",174,1,1,3,"Adj Land","Yes","15-04-1962","Other","No_Sew_Water","Gravel",226769,117042,7315125,"1962","2010"
"182",182,"P02863","KK Nagar",1778,"10-07-2011",94,3,2,5,"Family","No","12-07-2003","Other","No_Sew_Water","Gravel",340948,153976,10998320,"2003","2011"
"183",183,"P03006","Karapakkam",851,"15-06-2011",124,1,1,2,"Adj Land","No","25-06-1970","Other","ELO","Paved",181073,39364,3936375,"1970","2011"
"184",184,"P08264","Chromepet",1021,"06-03-2008",82,1,1,3,"Partial","Yes","07-03-2004","Other","No_Sew_Water","NoAccess",276053,147228,9201770,"2004","2008"
"185",185,"P04420","KK Nagar",2203,"04-09-2010",76,3,2,5,"Abnormal","Yes","09-09-1988","Commercial","No_Sew_Water","Paved",572520,339934,17891240,"1988","2010"
"186",186,"P04928","Karapakkam",613,"01-06-2010",81,1,1,2,"Family","No","08-06-1980","Commercial","No_Sew_Water","NoAccess",195491,66879,5144500,"1980","2010"
"187",187,"P08752","Adyar",738,"02-09-2007",69,1,1,2,"Partial","No","06-09-1989","Commercial","No_Sew_Water","NoAccess",324194,8313,8312670,"1989","2007"
"188",188,"P03833","Karapakkam",1489,"03-01-2011",177,2,2,4,"Adj Land","No","10-01-1982","Housing","ELO","Gravel",384348,200181,8007250,"1982","2011"
"189",189,"P06156","Karapakkam",795,"11-10-2009",73,1,1,2,"Abnormal","Yes","13-10-2000","Housing","No_Sew_Water","Gravel",254378,127189,8479250,"2000","2009"
"190",190,"P01763","Velachery",1909,"11-02-2012",11,3,2,5,"Family","Yes","19-02-1979","Other","AllPub","Gravel",303875,212712,10129160,"1979","2012"
"191",191,"P02399","Chromepet",1252,"12-10-2011",190,2,1,4,"Family","No","15-10-1999","Housing","AllPub","NoAccess",265502,47411,9482200,"1999","2011"
"192",192,"P03260","Karapakkam",1077,"24-04-2011",144,1,1,3,"Abnormal","No","02-05-1978","Commercial","ELO","Paved",305249,246169,9846750,"1978","2011"
"193",193,"P08138","KK Nagar",1524,"11-04-2008",73,2,1,4,"Normal Sale","No","18-04-1981","Other","No_Sew_Water","Paved",303654,208220,8675820,"1981","2008"
"194",194,"P07941","Chromepet",1049,"16-06-2008",36,1,1,3,"Partial","Yes","19-06-1997","Housing","ELO","Gravel",328398,133412,10262450,"1997","2008"
"195",195,"P08181","Velachery",1780,"29-03-2008",194,2,1,4,"Abnormal","No","12-04-1953","Other","AllPub","Gravel",329500,130066,8671050,"1953","2008"
"196",196,"P07510","Chromepet",946,"18-10-2008",14,1,1,3,"Adj Land","No","23-10-1991","Commercial","ELO","NoAccess",368463,111656,11165550,"1991","2008"
"197",197,"P07420","Chromepet",906,"18-11-2008",116,1,1,3,"Partial","Yes","26-11-1976","Housing","No_Sew_Water","Gravel",302874,28394,9464800,"1976","2008"
"198",198,"P04010","KK Nagar",2344,"25-11-2010",71,4,2,6,"Abnormal","No","01-12-1986","Commercial","No_Sew_Water","Gravel",622046,471247,18849880,"1986","2010"
"199",199,"P06446","Adyar",929,"18-08-2009",76,1,1,3,"Adj Land","Yes","22-08-1994","Other","No_Sew_Water","Paved",341295,75843,9480425,"1994","2009"
"200",200,"P06517","Anna Nagar",1843,"02-08-2009",158,2,1,5,"Adj Land","No","06-08-1994","Housing","ELO","NoAccess",318884,147177,12264750,"1994","2009"
"201",201,"P06871","Anna Nagar",1918,"02-05-2009",187,2,1,5,"Partial","Yes","11-05-1974","Commercial","AllPub","Gravel",809377,218751,21875050,"1974","2009"
"202",202,"P07432","KK Nagar",1507,"10-11-2008",54,2,1,4,"Normal Sale","Yes","15-11-1989","Commercial","AllPub","Paved",636313,243694,13538580,"1989","2008"
"203",203,"P03326","KK Nagar",1499,"13-04-2011",89,2,1,4,"Family","No","14-04-2005","Housing","AllPub","Gravel",372805,186403,8876320,"2005","2011"
"204",204,"P01979","KK Nagar",1526,"04-01-2012",64,2,1,4,"Normal Sale","Yes","09-01-1990","Commercial","AllPub","Paved",518512,327481,13645040,"1990","2012"
"205",205,"P07185","Anna Nagar",1855,"26-01-2009",82,2,1,5,"Abnormal","Yes","29-01-1999","Commercial","No_Sew_Water","Paved",839848,188966,20996200,"1999","2009"
"206",206,"P03108","Karapakkam",1627,"25-05-2011",39,2,2,4,"Normal Sale","Yes","01-06-1981","Other","ELO","Paved",308418,99782,9071125,"1981","2011"
"207",207,"P05849","Velachery",1846,"11-12-2009",28,3,2,5,"Abnormal","No","21-12-1970","Housing","AllPub","Gravel",378554,129790,10815830,"1970","2009"
"208",208,"P04250","KK Nagar",2019,"06-10-2010",65,3,2,5,"Abnormal","Yes","10-10-1994","Other","No_Sew_Water","Paved",601718,230445,12802500,"1994","2010"
"209",209,"P03292","Karapakkam",1578,"18-04-2011",153,2,2,4,"Normal Sale","Yes","21-04-1998","Other","AllPub","Gravel",295508,238313,9532500,"1998","2011"
"210",210,"P08027","Velachery",1780,"16-05-2008",115,2,1,4,"Family","Yes","23-05-1983","Commercial","No_Sew_Water","NoAccess",453788,173507,13346700,"1983","2008"
"211",211,"P03347","Karapakkam",662,"10-04-2011",148,1,1,2,"Partial","No","19-04-1973","Commercial","No_Sew_Water","NoAccess",143765,65348,4356500,"1973","2011"
"212",212,"P05714","Chromepet",1005,"06-01-2010",17,1,1,3,"Family","No","13-01-1984","Commercial","No_Sew_Water","Gravel",355456,183857,12257100,"1984","2010"
"213",213,"P04299","Karapakkam",839,"27-09-2010",102,1,1,2,"Partial","No","02-10-1990","Housing","No_Sew_Water","Paved",192724,49206,4100500,"1990","2010"
"214",214,"P07890","Anna Nagar",1698,"02-07-2008",76,1,1,4,"Partial","No","11-07-1974","Housing","AllPub","NoAccess",403460,80692,11527430,"1974","2008"
"215",215,"P08044","Adyar",878,"12-05-2008",16,1,1,3,"Partial","Yes","17-05-1989","Housing","No_Sew_Water","Paved",225847,6453,6452785,"1989","2008"
"216",216,"P07866","Chromepet",835,"09-07-2008",77,1,1,3,"Partial","Yes","19-07-1971","Housing","ELO","Paved",227738,33739,8434750,"1971","2008"
"217",217,"P03262","Chromepet",911,"24-04-2011",84,1,1,3,"Partial","Yes","02-05-1978","Other","ELO","NoAccess",245118,37139,7427820,"1978","2011"
"218",218,"P09528","Velachery",1796,"24-10-2006",176,2,1,4,"Adj Land","Yes","05-11-1956","Housing","ELO","NoAccess",318687,118370,9105350,"1956","2006"
"219",219,"P06089","Karapakkam",1004,"25-10-2009",182,1,1,3,"Adj Land","No","01-11-1981","Other","ELO","NoAccess",193582,75544,4721500,"1981","2009"
"220",220,"P05826","Anna Nagar",1694,"16-12-2009",86,1,1,4,"Normal Sale","No","23-12-1982","Other","No_Sew_Water","Paved",377250,213775,12575010,"1982","2009"
"221",221,"P02984","Karapakkam",1244,"18-06-2011",50,1,1,3,"Abnormal","Yes","25-06-1980","Other","AllPub","Gravel",246535,143150,7952750,"1980","2011"
"222",222,"P05451","Karapakkam",588,"21-02-2010",163,1,1,2,"Partial","No","27-02-1986","Other","AllPub","Paved",228220,57055,5705500,"1986","2010"
"223",223,"P03403","KK Nagar",2342,"02-04-2011",69,4,2,6,"Adj Land","Yes","03-04-2004","Housing","No_Sew_Water","Paved",567545,180582,12898740,"2004","2011"
"224",224,"P08753","Velachery",1835,"01-09-2007",88,3,2,5,"Normal Sale","No","08-09-1978","Other","AllPub","Paved",418181,182284,10722580,"1978","2007"
"225",225,"P08480","Anna Nagar",1977,"17-12-2007",84,2,1,5,"Partial","Yes","27-12-1964","Housing","AllPub","Gravel",423089,211544,14102960,"1964","2007"
"226",226,"P03822","KK Nagar",1961,"06-01-2011",104,3,2,5,"Abnormal","Yes","10-01-1996","Commercial","No_Sew_Water","Gravel",792581,387484,17612900,"1996","2011"
"227",227,"P09994","Velachery",1517,"24-04-2004",82,2,1,4,"Normal Sale","Yes","27-04-1992","Housing","No_Sew_Water","NoAccess",257288,85763,7146890,"1992","2004"
"228",228,"P06686","KK Nagar",2409,"26-06-2009",103,4,2,6,"Partial","Yes","02-07-1984","Other","No_Sew_Water","Gravel",606442,242577,13476480,"1984","2009"
"229",229,"P09839","Velachery",1864,"16-03-2005",187,3,2,5,"Partial","No","22-03-1982","Commercial","ELO","Gravel",528520,181207,15100560,"1982","2005"
"230",230,"P07907","Velachery",1643,"27-06-2008",52,2,1,4,"Family","Yes","05-07-1977","Commercial","AllPub","Paved",577164,249584,15599020,"1977","2008"
"231",231,"P01575","Adyar",1015,"15-03-2012",76,1,1,3,"Family","Yes","17-03-2004","Commercial","No_Sew_Water","NoAccess",370412,112246,11224620,"2004","2012"
"232",232,"P05854","Anna Nagar",1700,"10-12-2009",135,1,1,4,"Normal Sale","Yes","18-12-1977","Other","No_Sew_Water","NoAccess",424219,174679,12477040,"1977","2009"
"233",233,"P05279","Karapakkam",624,"25-03-2010",34,1,1,2,"Family","No","02-04-1979","Commercial","ELO","NoAccess",202228,92321,4396250,"1979","2010"
"234",234,"P08056","Chromepet",980,"08-05-2008",84,1,1,3,"Normal Sale","No","13-05-1991","Commercial","No_Sew_Water","Paved",380824,130908,11900750,"1991","2008"
"235",235,"P05180","Karapakkam",1003,"14-04-2010",196,1,1,3,"Abnormal","Yes","19-04-1990","Commercial","No_Sew_Water","Gravel",373330,161440,10090000,"1990","2010"
"236",236,"P06772","Adyar",1072,"29-05-2009",66,1,1,3,"Family","Yes","31-05-2003","Housing","No_Sew_Water","NoAccess",264308,33038,6607690,"2003","2009"
"237",237,"P05622","Karapakkam",808,"23-01-2010",119,1,1,2,"Adj Land","No","01-02-1975","Housing","No_Sew_Water","Gravel",161577,90293,4752250,"1975","2010"
"238",238,"P03766","Chromepet",1027,"14-01-2011",131,1,1,3,"Normal Sale","No","19-01-1990","Housing","ELO","Paved",215799,44648,7441350,"1990","2011"
"239",239,"P05493","Karapakkam",696,"14-02-2010",84,1,1,2,"Normal Sale","No","17-02-1999","Housing","No_Sew_Water","Gravel",212561,77295,6441250,"1999","2010"
"240",240,"P05498","Velachery",1716,"13-02-2010",86,2,1,4,"Family","Yes","15-02-2002","Housing","ELO","Paved",414394,155398,10359860,"2002","2010"
"241",241,"P03329","Velachery",1878,"12-04-2011",18,3,2,5,"Family","No","13-04-2005","Commercial","AllPub","Paved",573149,257917,14328720,"2005","2011"
"242",242,"P02091","KK Nagar",1699,"12-12-2011",98,2,1,4,"Normal Sale","Yes","16-12-1995","Other","No_Sew_Water","Gravel",457764,125885,11444100,"1995","2011"
"243",243,"P01651","KK Nagar",1626,"03-03-2012",188,2,1,4,"Abnormal","No","09-03-1988","Housing","AllPub","Paved",348490,135524,9680280,"1988","2012"
"244",244,"P07585","KK Nagar",1730,"27-09-2008",200,2,1,4,"Normal Sale","No","02-10-1990","Commercial","No_Sew_Water","Gravel",589574,235830,14739360,"1990","2008"
"245",245,"P09195","Chromepet",996,"03-03-2007",78,1,1,3,"Family","No","08-03-1985","Other","ELO","Gravel",295007,151974,8939620,"1985","2007"
"246",246,"P00166","Chromepet",1277,"29-10-2014",111,2,1,4,"Adj Land","Yes","02-11-1998","Commercial","AllPub","NoAccess",518443,47131,15710400,"1998","2014"
"247",247,"P00927","Chromepet",906,"29-04-2013",64,1,1,3,"Normal Sale","No","07-05-1981","Commercial","No_Sew_Water","Paved",327251,30680,10226600,"1981","2013"
"248",248,"P01999","Anna Nagar",1976,"31-12-2011",112,2,1,5,"Partial","No","10-01-1972","Housing","No_Sew_Water","Paved",369002,110700,12300050,"1972","2011"
"249",249,"P04891","Velachery",1776,"09-06-2010",120,2,1,4,"Normal Sale","Yes","14-06-1989","Housing","No_Sew_Water","Paved",319653,89903,9989170,"1989","2010"
"250",250,"P03800","Karapakkam",1402,"08-01-2011",112,2,2,4,"Normal Sale","No","15-01-1981","Housing","No_Sew_Water","Gravel",257761,111464,6966500,"1981","2011"
"251",251,"P07958","Chromepet",1160,"11-06-2008",138,1,1,3,"Adj Land","Yes","19-06-1978","Other","AllPub","NoAccess",255525,104103,9463900,"1978","2008"
"252",252,"P09676","Velachery",1957,"17-03-2006",134,3,2,5,"Normal Sale","Yes","23-03-1981","Commercial","ELO","NoAccess",547180,243191,15199450,"1981","2006"
"253",253,"P01737","TNagar",1887,"17-02-2012",48,2,1,5,"Adj Land","No","22-02-1992","Commercial","No_Sew_Water","NoAccess",573985,348491,20499450,"1992","2012"
"254",254,"P07362","Velachery",1859,"08-12-2008",142,3,2,5,"Normal Sale","Yes","20-12-1960","Housing","ELO","Paved",297756,138953,9925210,"1960","2008"
"255",255,"P09402","Chromepet",747,"21-12-2006",168,1,1,2,"Family","Yes","22-12-2001","Commercial","AllPub","NoAccess",336707,157130,11223550,"2001","2006"
"256",256,"P06908","Adyar",985,"21-04-2009",159,1,1,3,"Partial","Yes","23-04-2002","Housing","No_Sew_Water","Paved",265662,44277,7379505,"2002","2009"
"257",257,"P01178","Chromepet",1024,"11-11-2012",77,1,1,3,"Normal Sale","Yes","15-11-1996","Commercial","AllPub","NoAccess",302285,108823,12091400,"1996","2012"
"258",258,"P05817","Velachery",1600,"17-12-2009",148,2,1,4,"Family","Yes","23-12-1984","Other","ELO","Paved",315906,94772,10530200,"1984","2009"
"259",259,"P00699","Chromepet",1276,"10-10-2013",141,2,1,4,"Normal Sale","No","19-10-1977","Other","No_Sew_Water","Paved",316936,163270,9604120,"1977","2013"
"260",260,"P04841","Chromepet",1159,"20-06-2010",90,1,1,3,"Family","Yes","29-06-1974","Housing","ELO","Gravel",253758,108754,9062800,"1974","2010"
"261",261,"P01647","Karapakkam",1024,"03-03-2012",142,1,1,3,"Abnormal","Yes","16-03-1962","Housing","No_Sew_Water","NoAccess",166198,94970,4748500,"1962","2012"
"262",262,"P04590","Adyar",1249,"04-08-2010",93,2,2,4,"Adj Land","No","09-08-1991","Commercial","No_Sew_Water","Paved",417195,176992,12642285,"1991","2010"
"263",263,"P03908","Chromepet",839,"17-12-2010",175,1,1,3,"Normal Sale","Yes","21-12-1994","Other","AllPub","Gravel",255008,72859,9107430,"1994","2010"
"264",264,"P08794","Chromepet",1286,"16-08-2007",105,2,1,4,"Abnormal","No","24-08-1973","Housing","AllPub","NoAccess",292906,118993,9153300,"1973","2007"
"265",265,"P02451","KK Nagar",2467,"02-10-2011",69,4,2,6,"Adj Land","No","06-10-1995","Housing","AllPub","Gravel",581942,139160,12650920,"1995","2011"
"266",266,"P04850","Karapakkam",653,"18-06-2010",121,1,1,2,"Adj Land","No","22-06-1995","Commercial","ELO","NoAccess",297775,160340,7635250,"1995","2010"
"267",267,"P05660","Karapakkam",606,"16-01-2010",4,1,1,2,"Family","Yes","20-01-1993","Other","No_Sew_Water","Gravel",353430,117810,7854000,"1993","2010"
"268",268,"P09187","TNagar",1837,"05-03-2007",81,2,1,5,"Adj Land","Yes","12-03-1978","Housing","ELO","NoAccess",488298,105578,13197230,"1978","2007"
"269",269,"P02390","Velachery",1880,"14-10-2011",95,3,2,5,"Family","Yes","25-10-1965","Commercial","No_Sew_Water","NoAccess",437429,109357,13669670,"1965","2011"
"270",270,"P03404","KK Nagar",2189,"02-04-2011",1,3,2,5,"Adj Land","Yes","07-04-1988","Commercial","AllPub","Gravel",547496,456247,18249860,"1988","2011"
"271",271,"P09067","Velachery",1853,"22-04-2007",123,3,2,5,"Adj Land","Yes","04-05-1958","Commercial","No_Sew_Water","Paved",588293,279439,14707330,"1958","2007"
"272",272,"P00330","Chromepet",1057,"30-06-2014",200,1,1,3,"Normal Sale","No","04-07-1997","Other","AllPub","Paved",228621,27435,9144840,"1997","2014"
"273",273,"P09285","Adyar",723,"31-01-2007",49,1,1,2,"Family","No","07-02-1979","Commercial","ELO","Gravel",329098,142609,10969920,"1979","2007"
"274",274,"P05669","TNagar",1812,"15-01-2010",100,2,1,5,"Family","No","26-01-1966","Other","ELO","NoAccess",440951,232724,12248640,"1966","2010"
"275",275,"P07880","TNagar",1788,"06-07-2008",145,1,1,4,"Adj Land","Yes","11-07-1991","Other","ELO","NoAccess",426755,156477,14225180,"1991","2008"
"276",276,"P09906","Velachery",1615,"03-11-2004",31,2,1,4,"Abnormal","No","08-11-1985","Housing","ELO","Paved",288694,128308,8019280,"1985","2004"
"277",277,"P00487","Anna Nagar",1755,"10-03-2014",85,1,1,4,"Adj Land","No","21-03-1971","Housing","No_Sew_Water","NoAccess",308078,182565,11410310,"1971","2014"
"278",278,"P08117","Adyar",1296,"21-04-2008",25,2,2,4,"Family","No","26-04-1988","Housing","AllPub","NoAccess",338320,49753,9950600,"1988","2008"
"279",279,"P04991","KK Nagar",1554,"22-05-2010",18,2,1,4,"Abnormal","Yes","23-05-2004","Housing","No_Sew_Water","Paved",479055,229547,9980320,"2004","2010"
"280",280,"P00214","Anna Nagar",1737,"15-09-2014",71,1,1,4,"Adj Land","Yes","17-09-2005","Housing","AllPub","Gravel",385905,214392,14292780,"2005","2014"
"281",281,"P06313","Karapakkam",785,"15-09-2009",116,1,1,2,"Family","Yes","18-09-1997","Other","AllPub","NoAccess",207104,86293,5752875,"1997","2009"
"282",282,"P03528","Karapakkam",1678,"08-03-2011",70,2,2,4,"Partial","Yes","16-03-1976","Commercial","No_Sew_Water","Gravel",475330,202015,11883250,"1976","2011"
"283",283,"P03457","KK Nagar",2360,"23-03-2011",171,4,2,6,"Normal Sale","Yes","25-03-2002","Commercial","No_Sew_Water","Paved",693566,495405,19816180,"2002","2011"
"284",284,"P04638","KK Nagar",1464,"27-07-2010",2,2,1,4,"Family","Yes","03-08-1982","Other","No_Sew_Water","Paved",394575,131525,9394640,"1982","2010"
"285",285,"P03587","KK Nagar",1632,"22-02-2011",156,2,1,4,"Partial","Yes","27-02-1992","Other","AllPub","Gravel",514815,262661,10506420,"1992","2011"
"286",286,"P09583","Velachery",1755,"06-09-2006",103,2,1,4,"Abnormal","Yes","12-09-1980","Other","ELO","NoAccess",332987,61340,8762820,"1980","2006"
"287",287,"P06391","Velachery",1556,"29-08-2009",105,2,1,4,"Partial","No","03-09-1989","Other","No_Sew_Water","Paved",289791,130873,9348100,"1989","2009"
"288",288,"P02470","Adyar",1170,"29-09-2011",120,1,1,3,"Adj Land","No","08-10-1975","Housing","No_Sew_Water","Gravel",337985,18269,9134740,"1975","2011"
"289",289,"P09557","Adyar",901,"12-10-2006",106,1,1,3,"Partial","No","21-10-1969","Other","AllPub","Gravel",267514,84076,7643255,"1969","2006"
"290",290,"P06262","Karapakkam",1160,"26-09-2009",184,1,1,3,"Partial","Yes","01-10-1990","Commercial","No_Sew_Water","Gravel",426540,222156,8886250,"1990","2009"
"291",291,"P05477","Karapakkam",1570,"17-02-2010",170,2,2,4,"Family","Yes","19-02-2002","Housing","No_Sew_Water","NoAccess",243466,128140,6407000,"2002","2010"
"292",292,"P02309","Karapakkam",1476,"26-10-2011",167,2,2,4,"Abnormal","No","03-11-1979","Commercial","No_Sew_Water","Paved",576800,126896,11536000,"1979","2011"
"293",293,"P01548","Karapakkam",586,"20-03-2012",190,1,1,2,"Family","Yes","25-03-1993","Other","ELO","Paved",255984,85328,5333000,"1993","2012"
