"","INT_SQFT","DIST_MAINROAD","N_BEDROOM","N_BATHROOM","N_ROOM","REG_FEE","COMMIS","SALES_PRICE","YEAR_BUILD","YEAR_SOLD","AREA_Adyar","AREA_AnnaNagar","AREA_Karapakkam","AREA_KKnagar","AREA_TNagar","AREA_Velachery","SALE_COND_Abnormal","SALE_COND_Family","SALE_COND_NormalSale","SALE_COND_Partial","PARK_FACIL_No","BUILDTYPE_Commercial","BUILDTYPE_Other","UTILITY_AVAIL_AllPub","UTILITY_AVAIL_ELO","STREET_Gravel","STREET_NoAccess"
"211",662,148,1,1,2,143765,65348,4356500,1973,2011,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1
"212",1005,17,1,1,3,355456,183857,12257100,1984,2010,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
"213",839,102,1,1,2,192724,49206,4100500,1990,2010,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"214",1698,76,1,1,4,403460,80692,11527430,1974,2008,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
"215",878,16,1,1,3,225847,6453,6452785,1989,2008,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"216",835,77,1,1,3,227738,33739,8434750,1971,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"217",911,84,1,1,3,245118,37139,7427820,1978,2011,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
"218",1796,176,2,1,4,318687,118370,9105350,1956,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"219",1004,182,1,1,3,193582,75544,4721500,1981,2009,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1
"220",1694,86,1,1,4,377250,213775,12575010,1982,2009,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"221",1244,50,1,1,3,246535,143150,7952750,1980,2011,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0
"222",588,163,1,1,2,228220,57055,5705500,1986,2010,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0
"223",2342,69,4,2,6,567545,180582,12898740,2004,2011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"224",1835,88,3,2,5,418181,182284,10722580,1978,2007,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0
"225",1977,84,2,1,5,423089,211544,14102960,1964,2007,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
"226",1961,104,3,2,5,792581,387484,17612900,1996,2011,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"227",1517,82,2,1,4,257288,85763,7146890,1992,2004,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
"228",2409,103,4,2,6,606442,242577,13476480,1984,2009,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
"229",1864,187,3,2,5,528520,181207,15100560,1982,2005,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0
"230",1643,52,2,1,4,577164,249584,15599020,1977,2008,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
"231",1015,76,1,1,3,370412,112246,11224620,2004,2012,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"232",1700,135,1,1,4,424219,174679,12477040,1977,2009,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"233",624,34,1,1,2,202228,92321,4396250,1979,2010,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1
"234",980,84,1,1,3,380824,130908,11900750,1991,2008,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"235",1003,196,1,1,3,373330,161440,10090000,1990,2010,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"236",1072,66,1,1,3,264308,33038,6607690,2003,2009,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"237",808,119,1,1,2,161577,90293,4752250,1975,2010,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"238",1027,131,1,1,3,215799,44648,7441350,1990,2011,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"239",696,84,1,1,2,212561,77295,6441250,1999,2010,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"240",1716,86,2,1,4,414394,155398,10359860,2002,2010,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
"241",1878,18,3,2,5,573149,257917,14328720,2005,2011,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0
"242",1699,98,2,1,4,457764,125885,11444100,1995,2011,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
"243",1626,188,2,1,4,348490,135524,9680280,1988,2012,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
"244",1730,200,2,1,4,589574,235830,14739360,1990,2008,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0
"245",996,78,1,1,3,295007,151974,8939620,1985,2007,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0
"246",1277,111,2,1,4,518443,47131,15710400,1998,2014,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
"247",906,64,1,1,3,327251,30680,10226600,1981,2013,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"248",1976,112,2,1,5,369002,110700,12300050,1972,2011,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"249",1776,120,2,1,4,319653,89903,9989170,1989,2010,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"250",1402,112,2,2,4,257761,111464,6966500,1981,2011,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"251",1160,138,1,1,3,255525,104103,9463900,1978,2008,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"252",1957,134,3,2,5,547180,243191,15199450,1981,2006,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
"253",1887,48,2,1,5,573985,348491,20499450,1992,2012,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
"254",1859,142,3,2,5,297756,138953,9925210,1960,2008,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"255",747,168,1,1,2,336707,157130,11223550,2001,2006,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
"256",985,159,1,1,3,265662,44277,7379505,2002,2009,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"257",1024,77,1,1,3,302285,108823,12091400,1996,2012,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
"258",1600,148,2,1,4,315906,94772,10530200,1984,2009,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
"259",1276,141,2,1,4,316936,163270,9604120,1977,2013,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"260",1159,90,1,1,3,253758,108754,9062800,1974,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
"261",1024,142,1,1,3,166198,94970,4748500,1962,2012,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"262",1249,93,2,2,4,417195,176992,12642285,1991,2010,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"263",839,175,1,1,3,255008,72859,9107430,1994,2010,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
"264",1286,105,2,1,4,292906,118993,9153300,1973,2007,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
"265",2467,69,4,2,6,581942,139160,12650920,1995,2011,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
"266",653,121,1,1,2,297775,160340,7635250,1995,2010,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1
"267",606,4,1,1,2,353430,117810,7854000,1993,2010,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
"268",1837,81,2,1,5,488298,105578,13197230,1978,2007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"269",1880,95,3,2,5,437429,109357,13669670,1965,2011,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
"270",2189,1,3,2,5,547496,456247,18249860,1988,2011,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
"271",1853,123,3,2,5,588293,279439,14707330,1958,2007,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"272",1057,200,1,1,3,228621,27435,9144840,1997,2014,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0
"273",723,49,1,1,2,329098,142609,10969920,1979,2007,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0
"274",1812,100,2,1,5,440951,232724,12248640,1966,2010,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1
"275",1788,145,1,1,4,426755,156477,14225180,1991,2008,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
"276",1615,31,2,1,4,288694,128308,8019280,1985,2004,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
"277",1755,85,1,1,4,308078,182565,11410310,1971,2014,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"278",1296,25,2,2,4,338320,49753,9950600,1988,2008,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
"279",1554,18,2,1,4,479055,229547,9980320,2004,2010,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"280",1737,71,1,1,4,385905,214392,14292780,2005,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"281",785,116,1,1,2,207104,86293,5752875,1997,2009,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1
"282",1678,70,2,2,4,475330,202015,11883250,1976,2011,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
"283",2360,171,4,2,6,693566,495405,19816180,2002,2011,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"284",1464,2,2,1,4,394575,131525,9394640,1982,2010,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"285",1632,156,2,1,4,514815,262661,10506420,1992,2011,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0
"286",1755,103,2,1,4,332987,61340,8762820,1980,2006,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1
"287",1556,105,2,1,4,289791,130873,9348100,1989,2009,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0
"288",1170,120,1,1,3,337985,18269,9134740,1975,2011,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"289",901,106,1,1,3,267514,84076,7643255,1969,2006,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0
"290",1160,184,1,1,3,426540,222156,8886250,1990,2009,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
"291",1570,170,2,2,4,243466,128140,6407000,2002,2010,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"292",1476,167,2,2,4,576800,126896,11536000,1979,2011,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
"293",586,190,1,1,2,255984,85328,5333000,1993,2012,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
"294",1059,110,1,1,3,306121,188382,7849250,1977,2010,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"295",1712,1,1,1,4,372538,262157,13797720,2005,2011,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"296",847,7,1,1,3,284707,14985,7492300,1968,2007,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0
"297",1192,152,1,1,3,235059,101503,5342250,1988,2011,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"298",1942,126,3,2,5,583655,324253,16212650,1981,2006,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1
"299",557,105,1,1,2,183695,94203,4710125,1992,2009,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
"300",1728,123,2,1,4,461853,283071,14898480,1990,2009,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
"301",1798,23,2,1,4,511811,204725,17060380,1979,2008,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
"302",1497,24,2,2,4,311929,76249,6931750,1976,2011,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
"303",1173,27,1,1,3,262285,24589,8196400,1977,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"304",1640,198,1,1,4,495731,318684,17704670,1977,2013,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
"305",1747,82,2,1,4,377464,161770,10784680,1992,2009,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"306",1342,183,2,2,4,287828,211074,9594250,1967,2010,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
"307",2000,31,2,1,5,435100,95178,13596890,1980,2007,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"308",1987,158,3,2,5,423940,167345,11156320,1995,2006,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
"309",1567,2,2,2,4,247228,193147,7725875,1992,2009,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0
"310",1188,187,1,1,3,373141,186571,9819500,1977,2011,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1
"311",737,12,1,1,2,123814,54169,3869180,1978,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"312",785,63,1,1,2,251663,93642,5852625,1997,2010,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"313",2078,13,3,2,5,475144,106665,9696820,1990,2011,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"314",647,45,1,1,2,373407,76596,9574550,1997,2007,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
"315",1171,111,1,1,3,256310,134258,6102625,1993,2009,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"316",2435,124,4,2,6,850347,364434,20246360,1991,2009,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
"317",1805,29,3,2,5,643358,237027,16930470,1990,2006,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"318",1145,38,1,1,3,264492,82654,5510250,1992,2009,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
"319",971,15,1,1,3,287342,156732,6530500,1983,2011,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"320",1657,78,2,2,4,507356,223237,10147125,1970,2009,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"321",1638,16,2,1,4,300883,116471,9705900,2002,2007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"322",1284,141,2,2,4,531547,225505,16107475,2005,2010,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"323",1273,66,2,2,4,231002,96872,7451690,2005,2011,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
"324",1185,188,1,1,3,264238,111793,10163000,1993,2013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
"325",1538,161,1,1,4,678193,368162,19376950,2004,2009,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
"326",1929,84,3,2,5,447655,81392,10173980,1978,2008,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0
"327",1656,30,2,1,4,392764,163652,10910100,1996,2011,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"328",1287,9,2,2,4,585531,135123,15013625,1995,2010,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"329",1749,118,1,1,4,374829,152274,11713410,1979,2011,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
"330",1585,188,1,1,4,469335,104297,17382790,1995,2012,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
"331",1962,180,2,1,5,412438,222082,15862990,1977,2011,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"332",1425,106,2,1,4,303705,69418,8677280,1995,2009,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"333",884,11,1,1,2,323018,132520,8282500,1984,2010,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"334",1052,159,1,1,3,261582,103048,7926740,2004,2014,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
"335",1756,12,1,1,4,483743,133029,12093570,1983,2014,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
"336",523,148,1,1,2,295600,118240,7390000,1973,2011,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
"337",1524,33,2,1,4,431078,187906,11053290,1988,2010,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
"338",1949,137,2,1,5,448413,216974,14464930,1970,2013,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
"339",1263,61,2,1,4,276562,127644,10637010,1988,2010,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"340",1917,106,3,2,5,342425,276149,11045960,1991,2009,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"341",1401,100,2,1,4,370510,148204,7410200,1989,2009,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
"342",723,8,1,1,2,242084,77813,8645860,1998,2015,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
"343",1660,156,1,1,4,551420,249028,17787740,1971,2008,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0
"344",895,191,1,1,3,255443,93662,8514750,2007,2012,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
"345",1889,160,2,1,5,387549,83046,13841050,1964,2009,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
"346",1199,187,1,1,3,229015,27482,9160580,1985,2010,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"347",782,95,1,1,2,319575,132507,7794500,1998,2012,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
"348",1571,124,1,1,4,388396,64733,12946530,1987,2012,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"349",1848,178,3,2,5,540032,381199,15883280,1987,2011,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"350",1131,64,1,1,3,292600,121076,10089670,1990,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"351",1062,15,1,1,3,170744,112051,5335750,1991,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"352",1983,148,3,2,5,485075,254664,12126880,1986,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"353",1572,1,2,1,4,285791,65324,8165450,1987,2007,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"354",1535,149,1,1,4,298603,206725,11484740,1975,2007,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0
"355",1818,193,2,1,5,682767,154173,22024740,1975,2007,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
"356",1484,54,2,1,4,302902,224733,9771020,1984,2011,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
"357",2189,60,3,2,5,470803,253509,12071880,1994,2009,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
"358",1203,171,2,1,4,426543,219734,12925550,1997,2014,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1
"359",1610,140,2,1,4,677049,292362,15387480,1985,2009,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
"360",863,26,1,1,3,199110,59733,6637005,2003,2010,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"361",985,61,1,1,3,238300,59575,7446875,1991,2011,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0
"362",1623,47,2,2,4,489657,291463,11658500,1974,2012,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0
"363",1019,153,1,1,3,213230,26654,6663435,1981,2010,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
"364",1575,4,2,2,4,455136,227568,9894250,2001,2010,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"365",802,161,1,1,3,262960,47811,7968490,1998,2007,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
"366",1846,190,2,1,5,446535,173653,12403760,1973,2007,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
"367",759,131,1,1,2,252628,57045,8149280,1996,2011,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
"368",2060,159,3,2,5,704554,352277,16012600,1981,2011,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
"369",1503,183,2,1,4,478205,244663,11121040,1993,2012,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
"370",1853,17,3,2,5,302791,75698,9462230,1961,2010,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"371",1739,16,1,1,4,675760,286686,20477590,1975,2012,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"372",766,38,1,1,2,271421,105066,8755500,1960,2010,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"373",857,27,1,1,3,279562,127074,8471590,1981,2007,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
"374",1887,108,2,1,5,325601,234433,13024030,1974,2013,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
"375",1502,98,2,2,4,361471,147875,8215250,2004,2011,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"376",1568,109,2,1,4,235388,114513,6361850,1979,2009,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
"377",918,190,1,1,3,327879,32788,10929300,1985,2007,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
"378",1289,70,2,2,4,512208,87807,14634500,1969,2009,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0
"379",1941,34,3,2,5,550279,220112,12228420,1990,2010,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
"380",1730,146,2,1,4,409282,157416,10494410,1983,2006,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
"381",1513,128,2,1,4,494026,86454,12350640,1977,2004,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
"382",1762,142,2,1,4,308417,63498,9071080,1982,2006,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
"383",1970,65,2,1,5,361076,112058,12450910,1979,2012,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"384",1702,129,2,1,4,476800,207836,12225650,1965,2010,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1
"385",1726,19,2,1,4,217748,122484,6804640,1983,2004,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
"386",1243,164,2,1,4,433864,108466,15495150,2004,2013,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"387",1550,53,2,1,4,435984,236677,12456680,1990,2004,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0
"388",1830,123,3,2,5,636179,342558,16312280,1996,2010,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
"389",1435,76,2,2,4,341364,195065,9753250,1978,2011,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"390",1729,105,2,1,4,350782,116927,10629750,2005,2010,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
"391",1572,113,1,1,4,807919,207159,20715860,1989,2007,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
"392",1145,74,1,1,3,386024,185864,14297200,1995,2011,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"393",1043,143,1,1,3,224570,66539,8317410,1984,2014,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
"394",1332,137,1,1,3,346983,140446,8261500,1965,2009,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"395",608,41,1,1,2,229631,99300,6206250,1996,2011,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
"396",676,67,1,1,2,319218,16801,8400465,1980,2011,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
"397",1685,175,2,1,4,355338,177669,11104320,1974,2010,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
"398",658,175,1,1,2,237272,36503,6083885,1968,2007,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"399",1008,99,1,1,3,247412,106034,8836160,1975,2007,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"400",1924,36,2,1,5,463081,95340,13620040,1979,2010,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1
"401",2112,77,3,2,5,804310,351886,16756460,1996,2009,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
"402",917,177,1,1,3,321029,95120,11889950,1972,2009,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
"403",1353,20,2,2,4,291512,77165,8573875,2002,2010,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1
"404",1694,161,1,1,4,548144,154605,14054970,1990,2010,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
"405",1625,192,1,1,4,696012,128213,18316110,1964,2007,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
"406",1882,45,2,1,5,590474,221428,14761860,2008,2013,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
"407",1924,80,2,1,5,575205,287602,22123260,1990,2013,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
"408",894,89,1,1,3,337354,97942,10882400,1984,2012,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
"409",904,82,1,1,3,260794,89219,6863000,1971,2011,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"410",1279,190,2,2,4,362338,137101,9792910,1976,2010,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"411",1547,23,2,1,4,343080,201812,10090590,1965,2012,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0
"412",626,193,1,1,2,248565,45655,5072750,1985,2010,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"413",1673,32,1,1,4,389002,194501,12156320,1970,2014,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1
"414",1296,65,2,1,4,354454,85928,10741020,1999,2013,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
"415",2194,73,3,2,5,722637,201666,16805520,2002,2008,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0
"416",1678,200,2,1,4,475514,271722,13586120,1995,2011,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
"417",702,190,1,1,2,216575,136362,8021300,1994,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"418",1067,55,1,1,3,270654,63683,7960405,1981,2008,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
"419",980,90,1,1,3,308031,189558,11847350,1985,2010,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"420",1989,185,3,2,5,407510,191770,11985600,1989,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"421",1257,163,2,1,4,413654,110308,13788450,1979,2014,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"422",1069,55,1,1,3,302408,110883,10080280,1993,2014,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
"423",606,86,1,1,2,262590,85342,6564750,1998,2011,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
"424",1449,49,2,2,4,354460,203815,8861500,1975,2011,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"425",1154,170,1,1,3,236400,70920,7880000,1997,2009,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
