"","PRT_ID","AREA","INT_SQFT","DATE_SALE","DIST_MAINROAD","N_BEDROOM","N_BATHROOM","N_ROOM","SALE_COND","PARK_FACIL","DATE_BUILD","BUILDTYPE","UTILITY_AVAIL","STREET","MZZONE","REG_FEE","COMMIS","SALES_PRICE"
"185","P04420","KK Nagar",2203,"04-09-2010",76,3,2,5,"AbNormal","Yes","09-09-1988","Commercial","NoSewr ","Paved","RL",572520,339934,17891240
"186","P04928","Karapakkam",613,"01-06-2010",81,1,1,2,"Family","No","08-06-1980","Commercial","NoSewr ","No Access","I",195491,66879,5144500
"187","P08752","Adyar",738,"02-09-2007",69,1,1,2,"Partial","No","06-09-1989","Commercial","NoSewr ","No Access","I",324194,8313,8312670
"188","P03833","Karapakkam",1489,"03-01-2011",177,2,2,4,"AdjLand","No","10-01-1982","House","ELO","Gravel","RH",384348,200181,8007250
"189","P06156","Karapakkam",795,"11-10-2009",73,1,1,2,"AbNormal","Yes","13-10-2000","House","NoSewr ","Gravel","RM",254378,127189,8479250
"190","P01763","Velachery",1909,"11-02-2012",11,3,2,5,"Family","Yes","19-02-1979","Others","AllPub","Gravel","A",303875,212712,10129160
"191","P02399","Chrompet",1252,"12-10-2011",190,2,1,4,"Family","No","15-10-1999","House","AllPub","No Access","RM",265502,47411,9482200
"192","P03260","Karapakkam",1077,"24-04-2011",144,1,1,3,"AbNormal","No","02-05-1978","Commercial","ELO","Paved","RM",305249,246169,9846750
"193","P08138","KK Nagar",1524,"11-04-2008",73,2,1,4,"Normal Sale","No","18-04-1981","Others","NoSewr ","Paved","RH",303654,208220,8675820
"194","P07941","Chrompet",1049,"16-06-2008",36,1,1,3,"Partial","Yes","19-06-1997","House","ELO","Gravel","RM",328398,133412,10262450
"195","P08181","Velachery",1780,"29-03-2008",194,2,1,4,"AbNormal","No","12-04-1953","Others","AllPub","Gravel","C",329500,130066,8671050
"196","P07510","Chrompet",946,"18-10-2008",14,1,1,3,"AdjLand","No","23-10-1991","Commercial","ELO","No Access","RL",368463,111656,11165550
"197","P07420","Chrompet",906,"18-11-2008",116,1,1,3,"Partial","Yes","26-11-1976","House","NoSewr ","Gravel","RM",302874,28394,9464800
"198","P04010","KK Nagar",2344,"25-11-2010",71,4,2,6,"AbNormal","No","01-12-1986","Commercial","NoSeWa","Gravel","RM",622046,471247,18849880
"199","P06446","Adyar",929,"18-08-2009",76,1,1,3,"AdjLand","Yes","22-08-1994","Others","NoSeWa","Paved","RH",341295,75843,9480425
"200","P06517","Anna Nagar",1843,"02-08-2009",158,2,1,5,"AdjLand","No","06-08-1994","House","ELO","No Access","RL",318884,147177,12264750
"201","P06871","Anna Nagar",1918,"02-05-2009",187,2,1,5,"Partial","Yes","11-05-1974","Commercial","AllPub","Gravel","RL",809377,218751,21875050
"202","P07432","KK Nagar",1507,"10-11-2008",54,2,1,4,"Normal Sale","Yes","15-11-1989","Commercial","AllPub","Paved","RH",636313,243694,13538580
"203","P03326","KK Nagar",1499,"13-04-2011",89,2,1,4,"Family","No","14-04-2005","House","AllPub","Gravel","RH",372805,186403,8876320
"204","P01979","KK Nagar",1526,"04-01-2012",64,2,1,4,"Normal Sale","Yes","09-01-1990","Commercial","AllPub","Paved","RH",518512,327481,13645040
"205","P07185","Anna Nagar",1855,"26-01-2009",82,2,1,5,"AbNormal","Yes","29-01-1999","Commercial","NoSewr ","Paved","RH",839848,188966,20996200
"206","P03108","Karapakkam",1627,"25-05-2011",39,2,2,4,"Normal Sale","Yes","01-06-1981","Others","ELO","Paved","RH",308418,99782,9071125
"207","P05849","Velachery",1846,"11-12-2009",28,3,2,5,"AbNormal","No","21-12-1970","House","AllPub","Gravel","RM",378554,129790,10815830
"208","P04250","KK Nagar",2019,"06-10-2010",65,3,2,5,"AbNormal","Yes","10-10-1994","Others","NoSewr ","Paved","RM",601718,230445,12802500
"209","P03292","Karapakkam",1578,"18-04-2011",153,2,2,4,"Normal Sale","Yes","21-04-1998","Others","AllPub","Gravel","I",295508,238313,9532500
"210","P08027","Velachery",1780,"16-05-2008",115,2,1,4,"Family","Yes","23-05-1983","Commercial","NoSeWa","No Access","C",453788,173507,13346700
"211","P03347","Karapakkam",662,"10-04-2011",148,1,1,2,"Partial","No","19-04-1973","Commercial","NoSeWa","No Access","C",143765,65348,4356500
"212","P05714","Chrompet",1005,"06-01-2010",17,1,1,3,"Family","No","13-01-1984","Commercial","NoSewr ","Gravel","RL",355456,183857,12257100
"213","P04299","Karapakkam",839,"27-09-2010",102,1,1,2,"Partial","No","02-10-1990","House","NoSeWa","Paved","C",192724,49206,4100500
"214","P07890","Anna Nagar",1698,"02-07-2008",76,1,1,4,"Partial","No","11-07-1974","House","AllPub","No Access","RM",403460,80692,11527430
"215","P08044","Adyar",878,"12-05-2008",16,1,1,3,"Partial","Yes","17-05-1989","House","NoSewr ","Paved","A",225847,6453,6452785
"216","P07866","Chrompet",835,"09-07-2008",77,1,1,3,"Partial","Yes","19-07-1971","House","ELO","Paved","RM",227738,33739,8434750
"217","P03262","Chrompet",911,"24-04-2011",84,1,1,3,"Partial","Yes","02-05-1978","Others","ELO","No Access","RH",245118,37139,7427820
"218","P09528","Velachery",1796,"24-10-2006",176,2,1,4,"AdjLand","Yes","05-11-1956","House","ELO","No Access","RH",318687,118370,9105350
"219","P06089","Karapakkam",1004,"25-10-2009",182,1,1,3,"AdjLand","No","01-11-1981","Others","ELO","No Access","C",193582,75544,4721500
"220","P05826","Anna Nagar",1694,"16-12-2009",86,1,1,4,"Normal Sale","No","23-12-1982","Others","NoSeWa","Paved","RL",377250,213775,12575010
"221","P02984","Karapakkam",1244,"18-06-2011",50,1,1,3,"AbNormal","Yes","25-06-1980","Others","AllPub","Gravel","I",246535,143150,7952750
"222","P05451","Karapakkam",588,"21-02-2010",163,1,1,2,"Partial","No","27-02-1986","Others","AllPub","Paved","RL",228220,57055,5705500
"223","P03403","KK Nagar",2342,"02-04-2011",69,4,2,6,"AdjLand","Yes","03-04-2004","House","NoSewr ","Paved","RL",567545,180582,12898740
"224","P08753","Velachery",1835,"01-09-2007",88,3,2,5,"Normal Sale","No","08-09-1978","Others","AllPub","Paved","RL",418181,182284,10722580
"225","P08480","Anna Nagar",1977,"17-12-2007",84,2,1,5,"Partial","Yes","27-12-1964","House","AllPub","Gravel","RL",423089,211544,14102960
"226","P03822","KK Nagar",1961,"06-01-2011",104,3,2,5,"AbNormal","Yes","10-01-1996","Commercial","NoSeWa","Gravel","RM",792581,387484,17612900
"227","P09994","Velachery",1517,"24-04-2004",82,2,1,4,"Normal Sale","Yes","27-04-1992","House","NoSewr ","No Access","A",257288,85763,7146890
"228","P06686","KK Nagar",2409,"26-06-2009",103,4,2,6,"Partial","Yes","02-07-1984","Others","NoSeWa","Gravel","RL",606442,242577,13476480
"229","P09839","Velachery",1864,"16-03-2005",187,3,2,5,"Partial","No","22-03-1982","Commercial","ELO","Gravel","RH",528520,181207,15100560
"230","P07907","Velachery",1643,"27-06-2008",52,2,1,4,"Family","Yes","05-07-1977","Commercial","AllPub","Paved","RM",577164,249584,15599020
"231","P01575","Adyar",1015,"15-03-2012",76,1,1,3,"Family","Yes","17-03-2004","Commercial","NoSewr ","No Access","C",370412,112246,11224620
"232","P05854","Anna Nagar",1700,"10-12-2009",135,1,1,4,"Normal Sale","Yes","18-12-1977","Others","NoSewr ","No Access","RH",424219,174679,12477040
"233","P05279","Karapakkam",624,"25-03-2010",34,1,1,2,"Family","No","02-04-1979","Commercial","ELO","No Access","C",202228,92321,4396250
"234","P08056","Chrompet",980,"08-05-2008",84,1,1,3,"Normal Sale","No","13-05-1991","Commercial","NoSewr ","Paved","RL",380824,130908,11900750
"235","P05180","Karapakkam",1003,"14-04-2010",196,1,1,3,"AbNormal","Yes","19-04-1990","Commercial","NoSeWa","Gravel","RH",373330,161440,10090000
"236","P06772","Adyar",1072,"29-05-2009",66,1,1,3,"Family","Yes","31-05-2003","House","NoSeWa","No Access","A",264308,33038,6607690
"237","P05622","Karapakkam",808,"23-01-2010",119,1,1,2,"AdjLand","No","01-02-1975","House","NoSeWa","Gravel","C",161577,90293,4752250
"238","P03766","Chrompet",1027,"14-01-2011",131,1,1,3,"Normal Sale","No","19-01-1990","House","ELO","Paved","RH",215799,44648,7441350
"239","P05493","Karapakkam",696,"14-02-2010",84,1,1,2,"Normal Sale","No","17-02-1999","House","NoSeWa","Gravel","RL",212561,77295,6441250
"240","P05498","Velachery",1716,"13-02-2010",86,2,1,4,"Family","Yes","15-02-2002","House","ELO","Paved","RL",414394,155398,10359860
"241","P03329","Velachery",1878,"12-04-2011",18,3,2,5,"Family","No","13-04-2005","Commercial","AllPub","Paved","C",573149,257917,14328720
"242","P02091","KK Nagar",1699,"12-12-2011",98,2,1,4,"Normal Sale","Yes","16-12-1995","Others","NoSeWa","Gravel","RL",457764,125885,11444100
"243","P01651","KK Nagar",1626,"03-03-2012",188,2,1,4,"AbNormal","No","09-03-1988","House","AllPub","Paved","RM",348490,135524,9680280
"244","P07585","KK Nagar",1730,"27-09-2008",200,2,1,4,"Normal Sale","No","02-10-1990","Commercial","NoSewr ","Gravel","RL",589574,235830,14739360
"245","P09195","Chrompet",996,"03-03-2007",78,1,1,3,"Family","No","08-03-1985","Others","ELO","Gravel","RL",295007,151974,8939620
"246","P00166","Chrmpet",1277,"29-10-2014",111,2,1,4,"AdjLand","Yes","02-11-1998","Commercial","AllPub","No Access","RM",518443,47131,15710400
"247","P00927","Chrompet",906,"29-04-2013",64,1,1,3,"Normal Sale","No","07-05-1981","Commercial","NoSeWa","Paved","RH",327251,30680,10226600
"248","P01999","Anna Nagar",1976,"31-12-2011",112,2,1,5,"Partial","No","10-01-1972","House","NoSeWa","Paved","RL",369002,110700,12300050
"249","P04891","Velachery",1776,"09-06-2010",120,2,1,4,"Normal Sale","Yes","14-06-1989","House","NoSeWa","Paved","RH",319653,89903,9989170
"250","P03800","Karapakkam",1402,"08-01-2011",112,2,2,4,"Normal Sale","No","15-01-1981","House","NoSeWa","Gravel","I",257761,111464,6966500
"251","P07958","Chrompet",1160,"11-06-2008",138,1,1,3,"AdjLand","Yes","19-06-1978","Others","AllPub","No Access","RH",255525,104103,9463900
"252","P09676","Velachery",1957,"17-03-2006",134,3,2,5,"Normal Sale","Yes","23-03-1981","Commercial","ELO","No Access","I",547180,243191,15199450
"253","P01737","T Nagar",1887,"17-02-2012",48,2,1,5,"AdjLand","No","22-02-1992","Commercial","NoSewr ","No Access","RL",573985,348491,20499450
"254","P07362","Velachery",1859,"08-12-2008",142,3,2,5,"Normal Sale","Yes","20-12-1960","House","ELO","Paved","RH",297756,138953,9925210
"255","P09402","Chrompet",747,"21-12-2006",168,1,1,2,"Family","Yes","22-12-2001","Commercial","AllPub","No Access","RM",336707,157130,11223550
"256","P06908","Adyar",985,"21-04-2009",159,1,1,3,"Partial","Yes","23-04-2002","House","NoSeWa","Paved","C",265662,44277,7379505
"257","P01178","Chrompet",1024,"11-11-2012",77,1,1,3,"Normal Sale","Yes","15-11-1996","Commercial","AllPub","No Access","RH",302285,108823,12091400
"258","P05817","Velachery",1600,"17-12-2009",148,2,1,4,"Family","Yes","23-12-1984","Others","ELO","Paved","RL",315906,94772,10530200
"259","P00699","Chrompet",1276,"10-10-2013",141,2,1,4,"Normal Sale","No","19-10-1977","Others","NoSeWa","Paved","RL",316936,163270,9604120
"260","P04841","Chrompet",1159,"20-06-2010",90,1,1,3,"Family","Yes","29-06-1974","House","ELO","Gravel","RH",253758,108754,9062800
"261","P01647","Karapakkam",1024,"03-03-2012",142,1,1,3,"AbNormal","Yes","16-03-1962","House","NoSeWa","No Access","C",166198,94970,4748500
"262","P04590","Adyar",1249,"04-08-2010",93,2,2,4,"AdjLand","No","09-08-1991","Commercial","NoSewr ","Paved","A",417195,176992,12642285
"263","P03908","Chrompet",839,"17-12-2010",175,1,1,3,"Normal Sale","Yes","21-12-1994","Others","AllPub","Gravel","RH",255008,72859,9107430
"264","P08794","Chrompet",1286,"16-08-2007",105,2,1,4,"AbNormal","No","24-08-1973","House","AllPub","No Access","RM",292906,118993,9153300
"265","P02451","KK Nagar",2467,"02-10-2011",69,4,2,6,"AdjLand","No","06-10-1995","House","AllPub","Gravel","RL",581942,139160,12650920
"266","P04850","Karapakkam",653,"18-06-2010",121,1,1,2,"AdjLand","No","22-06-1995","Commercial","ELO","No Access","RM",297775,160340,7635250
"267","P05660","Karapakkam",606,"16-01-2010",4,1,1,2,"Family","Yes","20-01-1993","Others","NoSeWa","Gravel","RM",353430,117810,7854000
"268","P09187","T Nagar",1837,"05-03-2007",81,2,1,5,"AdjLand","Yes","12-03-1978","House","ELO","No Access","RL",488298,105578,13197230
"269","P02390","Velachery",1880,"14-10-2011",95,3,2,5,"Family","Yes","25-10-1965","Commercial","NoSeWa","No Access","C",437429,109357,13669670
"270","P03404","KK Nagar",2189,"02-04-2011",1,3,2,5,"AdjLand","Yes","07-04-1988","Commercial","AllPub","Gravel","RH",547496,456247,18249860
"271","P09067","Velachery",1853,"22-04-2007",123,3,2,5,"AdjLand","Yes","04-05-1958","Commercial","NoSewr ","Paved","C",588293,279439,14707330
"272","P00330","Chrompet",1057,"30-06-2014",200,1,1,3,"Normal Sale","No","04-07-1997","Others","AllPub","Paved","RL",228621,27435,9144840
"273","P09285","Adyar",723,"31-01-2007",49,1,1,2,"Family","No","07-02-1979","Commercial","ELO","Gravel","RM",329098,142609,10969920
"274","P05669","T Nagar",1812,"15-01-2010",100,2,1,5,"Family","No","26-01-1966","Others","ELO","No Access","RL",440951,232724,12248640
"275","P07880","T Nagar",1788,"06-07-2008",145,1,1,4,"AdjLand","Yes","11-07-1991","Others","ELO","No Access","RL",426755,156477,14225180
"276","P09906","Velachery",1615,"03-11-2004",31,2,1,4,"AbNormal","No","08-11-1985","House","ELO","Paved","I",288694,128308,8019280
"277","P00487","Anna Nagar",1755,"10-03-2014",85,1,1,4,"AdjLand","No","21-03-1971","House","NoSewr ","No Access","RL",308078,182565,11410310
"278","P08117","Adyar",1296,"21-04-2008",25,2,2,4,"Family","No","26-04-1988","House","AllPub","No Access","RM",338320,49753,9950600
"279","P04991","KK Nagar",1554,"22-05-2010",18,2,1,4,"AbNormal","Yes","23-05-2004","House","NoSeWa","Paved","RL",479055,229547,9980320
"280","P00214","Anna Nagar",1737,"15-09-2014",71,1,1,4,"AdjLand","Yes","17-09-2005","House","AllPub","Gravel","RL",385905,214392,14292780
"281","P06313","Karapakkam",785,"15-09-2009",116,1,1,2,"Family","Yes","18-09-1997","Others","AllPub","No Access","I",207104,86293,5752875
"282","P03528","Karapakkam",1678,"08-03-2011",70,2,2,4,"Partial","Yes","16-03-1976","Commercial","NoSeWa","Gravel","C",475330,202015,11883250
"283","P03457","KK Nagar",2360,"23-03-2011",171,4,2,6,"Normal Sale","Yes","25-03-2002","Commercial","NoSewr ","Paved","RM",693566,495405,19816180
"284","P04638","KK Nagar",1464,"27-07-2010",2,2,1,4,"Family","Yes","03-08-1982","Others","NoSewr ","Paved","RH",394575,131525,9394640
"285","P03587","KK Nagar",1632,"22-02-2011",156,2,1,4,"Partial","Yes","27-02-1992","Others","AllPub","Gravel","RH",514815,262661,10506420
"286","P09583","Velachery",1755,"06-09-2006",103,2,1,4,"AbNormal","Yes","12-09-1980","Others","ELO","No Access","C",332987,61340,8762820
"287","P06391","Velachery",1556,"29-08-2009",105,2,1,4,"Partial","No","03-09-1989","Others","NoSeWa","Paved","RL",289791,130873,9348100
"288","P02470","Adyar",1170,"29-09-2011",120,1,1,3,"AdjLand","No","08-10-1975","House","NoSeWa","Gravel","RH",337985,18269,9134740
"289","P09557","Adyar",901,"12-10-2006",106,1,1,3,"Partial","No","21-10-1969","Others","AllPub","Gravel","I",267514,84076,7643255
"290","P06262","Karapakkam",1160,"26-09-2009",184,1,1,3,"Partial","Yes","01-10-1990","Commercial","NoSeWa","Gravel","A",426540,222156,8886250
"291","P05477","Karapakkam",1570,"17-02-2010",170,2,2,4,"Family","Yes","19-02-2002","House","NoSewr ","No Access","A",243466,128140,6407000
"292","P02309","Karapakkam",1476,"26-10-2011",167,2,2,4,"AbNormal","No","03-11-1979","Commercial","NoSewr ","Paved","RL",576800,126896,11536000
"293","P01548","Karapakkam",586,"20-03-2012",190,1,1,2,"Family","Yes","25-03-1993","Others","ELO","Paved","I",255984,85328,5333000
"294","P04821","Karapakkam",1059,"25-06-2010",110,1,1,3,"Normal Sale","Yes","03-07-1977","House","AllPub","Paved","RL",306121,188382,7849250
"295","P02713","T Nagar",1712,"13-08-2011",1,1,1,4,"AbNormal","Yes","14-08-2005","House","NoSewr ","Gravel","RL",372538,262157,13797720
"296","P08465","Adyar",847,"23-12-2007",7,1,1,3,"Partial","No","02-01-1968","Others","NoSeWa","Gravel","RH",284707,14985,7492300
"297","P02310","Karapakkam",1192,"26-10-2011",152,1,1,3,"Family","No","31-10-1988","House","NoSewr ","No Access","I",235059,101503,5342250
"298","P09665","Velachery",1942,"09-04-2006",126,3,2,5,"Partial","Yes","15-04-1981","Commercial","AllPub","No Access","RL",583655,324253,16212650
"299","P06287","Karapakkam",557,"20-09-2009",105,1,1,2,"Family","Yes","24-09-1992","Others","ELO","No Access","I",183695,94203,4710125
"300","P06698","Velachery",1728,"21-06-2009",123,2,1,4,"Normal Sale","Yes","26-06-1990","Commercial","ELO","Gravel","I",461853,283071,14898480
"301","P07369","Velachery",1798,"06-12-2008",23,2,1,4,"Family","Yes","14-12-1979","Commercial","AllPub","Gravel","RM",511811,204725,17060380
"302","P02245","Karapakkam",1497,"07-11-2011",24,2,2,4,"Partial","Yes","15-11-1976","House","AllPub","Gravel","A",311929,76249,6931750
"303","P06933","Chrompet",1173,"15-04-2009",27,1,1,3,"Normal Sale","Yes","23-04-1977","House","NoSeWa","No Access","RH",262285,24589,8196400
"304","P01002","Anna Nagar",1640,"08-03-2013",198,1,1,4,"Partial","Yes","17-03-1977","Commercial","NoSewr ","No Access","RH",495731,318684,17704670
"305","P07261","KK Nagar",1747,"05-01-2009",82,2,1,4,"Partial","Yes","10-01-1992","Others","NoSeWa","Paved","RL",377464,161770,10784680
"306","P05720","Karapakkam",1342,"04-01-2010",183,2,2,4,"AbNormal","Yes","15-01-1967","Commercial","ELO","No Access","I",287828,211074,9594250
"307","P08626","T Nagar",2000,"17-10-2007",31,2,1,5,"AdjLand","No","23-10-1980","House","NoSewr ","No Access","RM",435100,95178,13596890
"308","P09661","Velachery",1987,"16-04-2006",158,3,2,5,"Family","No","19-04-1995","Others","NoSeWa","Gravel","RH",423940,167345,11156320
"309","P06041","Karapakkam",1567,"04-11-2009",2,2,2,4,"Family","No","08-11-1992","Others","AllPub","Gravel","C",247228,193147,7725875
"310","P03794","Karapakkam",1188,"09-01-2011",187,1,1,3,"Partial","No","17-01-1977","Commercial","AllPub","No Access","RM",373141,186571,9819500
"311","P04018","Adyar",737,"24-11-2010",12,1,1,2,"Family","No","02-12-1978","House","NoSewr ","No Access","A",123814,54169,3869180
"312","P04698","Karapakkam",785,"16-07-2010",63,1,1,2,"AdjLand","Yes","19-07-1997","Others","NoSeWa","Paved","C",251663,93642,5852625
"313","P02964","KK Nagar",2078,"22-06-2011",13,3,2,5,"AbNormal","No","27-06-1990","House","NoSeWa","Paved","RH",475144,106665,9696820
"314","P08876","Adyar",647,"12-07-2007",45,1,1,2,"Family","Yes","14-07-1997","Commercial","AllPub","No Access","RH",373407,76596,9574550
"315","P05953","Karapakkam",1171,"21-11-2009",111,1,1,3,"AdjLand","Yes","25-11-1993","Others","AllPub","No Access","A",256310,134258,6102625
"316","P07062","KK Nagar",2435,"08-03-2009",124,4,2,6,"Partial","Yes","13-03-1991","Commercial","NoSewr ","Gravel","RM",850347,364434,20246360
"317","P09683","Velachery",1805,"05-03-2006",29,3,2,5,"AdjLand","Yes","09-03-1990","Commercial","AllPub","Paved","RL",643358,237027,16930470
"318","P06128","Karapakkam",1145,"16-10-2009",38,1,1,3,"Normal Sale","No","20-10-1992","House","AllPub","Gravel","A",264492,82654,5510250
"319","P02257","Karapakkam",971,"04-11-2011",15,1,1,3,"Normal Sale","No","11-11-1983","House","AllPub","Paved","RL",287342,156732,6530500
"320","P06193","Karapakkam",1657,"07-10-2009",78,2,2,4,"AbNormal","Yes","17-10-1970","Others","NoSeWa","Gravel","RL",507356,223237,10147125
"321","P08685","Velachery",1638,"21-09-2007",16,2,1,4,"AdjLand","Yes","22-09-2002","House","NoSewr ","No Access","RH",300883,116471,9705900
"322","P05642","Adyar",1284,"19-01-2010",141,2,2,4,"Normal Sale","Yes","20-01-2005","Commercial","ELO","Paved","RL",531547,225505,16107475
"323","P02602","Adyar",1273,"04-09-2011",66,2,2,4,"AbNormal","No","05-09-2005","Others","ELO","No Access","A",231002,96872,7451690
"324","P00726","Chrompet",1185,"10-09-2013",188,1,1,3,"Normal Sale","Yes","15-09-1993","House","ELO","Gravel","RL",264238,111793,10163000
"325","P06914","T Nagar",1538,"20-04-2009",161,1,1,4,"Family","Yes","21-04-2004","Commercial","NoSewr ","Gravel","RL",678193,368162,19376950
"326","P07558","KK Nagar",1929,"04-10-2008",84,3,2,5,"Normal Sale","No","12-10-1978","Others","AllPub","Paved","RH",447655,81392,10173980
"327","P03775","KK Nagar",1656,"13-01-2011",30,2,1,4,"AbNormal","Yes","17-01-1996","House","NoSewr ","Paved","RM",392764,163652,10910100
